P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST,P_PERIOD,P_FLUX,P_TEMP_EQUIL,S_MASS,S_RADIUS,S_TEMPERATURE,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,P_HABITABLE
6.8669448,37.821532,1.543,676.8,0.85652015,245.04792,1.14,1.38,5879,2.0382651,1.0649034,2.5023751,0
13.606892,120.77464,6.36,5700,0.05041606,120.69901,1.14,1.38,5879,2.0382651,1.0649034,2.5023751,0
13.180094,854.95733,0.277,55.01292,10.562743,411.99249,0.94,0.91,5329,0.59834865,0.59574398,1.4228913,0
13.081598,1013.8713,3.74,2720,0.04279634,115.85726,0.94,0.91,5329,0.59834865,0.59574398,1.4228913,0
14.024252,127.1312,1.02,363.20001,2.6823811,315.13779,1.37,1.49,5981,2.5454021,1.1826634,2.7723087,0
13.904757,253.30892,0.1294,14.30944,344.33518,1080.8964,1.41,2.56,5541,5.5350453,1.7904769,4.2470286,0
12.297839,4128.5858,3.64,2136.1,0.44433556,203.29246,1.41,2.56,5541,5.5350453,1.7904769,4.2470286,0
12.457004,3082.296,1.623,685.25,1.1382056,263.13374,1.21,2.03,5338,2.9977472,1.3328052,3.1823265,0
12.439113,3184.6366,3.1,2093.07,0.19438273,154.01791,1.09,1.1,6037,1.4399875,0.88649783,2.0754273,0
2.5610495,7.0875645,0.6,197.8,1.1196385,257.81584,0.77,0.72,4956,0.3857486,0.48748802,1.1807096,1
13.177942,858.13561,1.4,578.6,19.391954,528.73943,2,8.56,4869,36.897358,4.7866846,11.634983,0
12.864048,1484.2568,0.85,264.14999,2.7087456,322.92965,1.45,1.21,6165,1.8949236,1.0090292,2.3559148,0
13.484857,508.5248,1.67,857.5,0.18816142,166.51907,0.83,0.82,5405,0.51416102,0.54993572,1.3101207,0
13.289303,708.75645,1.17,431.88,1.5151723,266.81117,1.25,1.42,5596,1.7716428,1.0097383,2.3911321,0
13.30526,689.68677,6.95,6700,0.037782345,111.0858,1.25,1.42,5596,1.7716428,1.0097383,2.3911321,0
13.894862,257.44068,1.662,832.97,0.25056512,180.19025,0.88,0.85,5717,0.69151128,0.62634982,1.4781021,0
3.888344,14.400787,0.554,149.61,3.1986142,338.3763,1.01,1,5727,0.96382321,0.73902105,1.7435109,0
4.1205931,15.8914,0.12,15.56,67.663416,730.69038,0.93,1.02,5686,0.97435319,0.74486339,1.7592992,0
13.374969,612.45456,1.157,356.21,10.672211,458.59847,1.63,5.14,4943,14.131144,2.9523191,7.1543669,0
14.079556,190.6968,0.92,327.8,1.746782,239.54251,0.96,1,5508,0.82463995,0.69241216,1.6440886,0
13.211125,810.46141,0.238,36.9987,55.986029,696.0613,1.32,1.6,6093,3.1612098,1.3090017,3.0608505,0
14.100574,184.34024,1.19,472.3,1.5229051,260.15953,1,1.32,5752,1.7088818,0.98257237,2.3165234,0
14.283089,137.61953,0.237,44.073,13.930901,452.90427,0.92,0.94,5294,0.62184207,0.60847989,1.4550742,0
5.0237627,22.24796,0.05,4.0845,428.43859,1158.7418,0.96,1.08,5657,1.0702392,0.78199634,1.8485268,0
12.976809,111.43368,2.395,1353.6,0.19264984,166.78267,0.96,1.08,5657,1.0702392,0.78199634,1.8485268,0
13.253747,753.25237,1.19,360.2,11.25278,465.12936,1.74,5.4,4959,15.799837,3.1194437,7.554464,0
13.253747,753.25237,4.6,2732,0.76725375,236.03292,1.74,5.4,4959,15.799837,3.1194437,7.554464,0
13.431791,556.19901,1.214,363.3,18.235274,525.68525,1.81,7.3,4866,26.768423,4.0776189,9.9126991,0
13.395811,591.16009,1.853,684.7,8.115923,423.6142,1.81,7.3,4866,26.768423,4.0776189,9.9126991,0
12.612149,2326.501,1.93,712.13,47.141899,662.49574,0.91,22.39,4424,172.05104,10.516455,26.074544,0
13.513371,484.6877,1.814,778.51,1.0862717,257.88977,1.31,1.9,5733,3.4940057,1.4065793,3.3178801,0
13.479321,513.29222,1.167,400.5,8.7995197,438.43404,1.32,5.01,4802,11.95784,2.7329833,6.6618579,0
6.1982112,31.7828,0.06,4.94737,256.05011,1017.57,1.03,1.02,5602,0.91803958,0.72660632,1.7203489,0
13.471661,519.96661,3.833,2447.1,0.15984626,158.90183,1.25,1.35,6102,2.2638362,1.1071273,2.5883124,0
13.130626,931.23605,9.02,8619.9,0.027824792,104.05259,1.25,1.35,6102,2.2638362,1.1071273,2.5883124,0
12.830676,1574.5199,2.353,1293,0.24994333,170.83969,1.04,1.02,5987,1.1976393,0.81093671,1.9006726,0
13.501411,494.54037,1.57,637.1,3.387347,345.07866,1.27,4.06,4871,8.3140615,2.2719828,5.5220424,0
13.735382,334.67289,1.93,872.2,2.2703625,310.7437,1.27,4.06,4871,8.3140615,2.2719828,5.5220424,0
12.970846,1229.9944,3.18,1827,0.37707199,176.64996,1.29,1.52,6012,2.7042803,1.2167101,2.8500989,0
12.743913,1837.0459,0.53,139.35,143.8504,881.35559,1.01,9.09,4830,40.290711,5.0105668,12.199132,0
13.455586,534.26887,1.911,779.9,3.6727095,352.48111,1.53,5.14,4877,13.391398,2.8826693,7.0045629,0
12.521925,104.88324,1.2,492.3,0.77370647,238.52592,0.96,1.01,5902,1.1089915,0.78439921,1.842185,0
12.589153,2425.0277,0.64,177.11,118.37547,839.57695,1.93,10.64,4673,48.367654,5.5258534,13.545522,0
12.643373,2199.3698,1.086,299.36,62.390482,715.68296,1.9,13.2,4658,73.491049,6.8154658,16.71789,0
13.731379,336.89768,0.77,201.9,15.721793,500.72793,1.5,2.57,6245,9.0008736,2.1884787,5.1017933,0
13.22032,797.74829,1.6,600.1,3.5175495,348.8443,1.5,2.57,6245,9.0008736,2.1884787,5.1017933,0
13.271242,731.00441,1.64,589.64,13.769124,490.72582,2.1,8.31,4946,37.026029,4.7782371,11.577711,0
10.632932,79.457001,0.04,2.81805,178.01336,930.5893,0.42,0.77,4812,0.28482137,0.42160908,1.0272672,0
14.156616,168.44884,0.94,358,0.63436427,224.86454,0.65,0.83,5449,0.54414177,0.5643468,1.3425207,0
14.20558,155.73572,0.14,21.998,64.452356,717.91336,1.1,1.12,5769,1.2448782,0.83777816,1.9742528,0
12.722982,1906.968,1.2,480.5,99.761112,804.4247,1.1,21.4,4323,143.30361,9.6283553,23.987482,0
13.079078,1018.3209,3.467,2263.12,0.1151433,141.0137,1.08,1.1,5773,1.204149,0.82376129,1.9410143,0
13.105568,972.55369,1.08,352.2,3.0066813,333.64466,1.36,1.55,6330,3.4559455,1.3491549,3.1403122,0
12.842659,1541.4658,3.86,2374,0.35688666,169.22453,1.36,1.55,6330,3.4559455,1.3491549,3.1403122,0
13.455938,533.95104,3.55,2496,0.073025244,132.18902,1.08,0.95,5801,0.91568757,0.71713856,1.6885317,0
13.103687,975.73197,2.18,1103,0.24594579,179.38306,1.12,1.02,5950,1.1683067,0.80275385,1.8831176,0
13.361988,626.12117,0.07,6.27711,322.95403,1077.0858,1.28,1.19,5932,1.5710396,0.93190964,2.1870301,0
13.355165,633.43121,3.318,2124.54,0.085697244,137.04398,1.08,0.98,5732,0.92889265,0.72528908,1.7108798,0
11.126015,85.813561,1.36,615,0.38633043,199.47993,0.77,0.97,5371,0.70154046,0.64358836,1.5349704,0
13.425744,561.91991,1.88,858,3.7247547,352.90601,1.21,4.96,4934,13.06317,2.8397485,6.8840944,0
12.973804,1223.6378,4.75,3658,0.10744457,144.5163,1.43,1.46,5932,2.3648246,1.1433513,2.683247,0
12.776919,1732.1626,0.228,39.475,29.63375,573.16685,1.02,1.22,5688,1.3958754,0.89143603,2.1053719,0
13.098639,984.31333,2.187,1245.36,0.13423441,152.65245,0.9,0.91,5387,0.62482635,0.60684374,1.4465581,0
13.101812,978.91025,0.65,188.3,4.9761229,377.90466,1.14,1.53,5601,2.0641146,1.0895841,2.5798295,0
13.284082,715.11301,1.03,379.1,2.0266937,299.38895,1.14,1.53,5601,2.0641146,1.0895841,2.5798295,0
13.702474,353.42474,2.99,1750,0.39306249,201.12163,1.16,2.58,4917,3.4860121,1.4681132,3.5614618,0
14.20558,155.73572,0.05,3.50927,759.46594,1337.207,1.29,1.23,6117,1.8978103,1.0127544,2.3669364,0
13.766628,317.828,1.032,341.2,5.4825838,389.15442,1.26,3.4,4867,5.8115485,1.899861,4.6183729,0
12.757668,1792.5499,8.4,7900,0.0944225,134.31499,1.26,3.4,4867,5.8115485,1.899861,4.6183729,0
13.175798,861.31389,1.191,422.9,2.0057742,302.49977,1.26,1.58,5963,2.827887,1.2479317,2.9265305,0
9.5951891,66.743881,0.05,3.97097,685.33648,1301.5445,0.99,1.37,5644,1.706388,0.98818066,2.3367911,0
12.962069,1249.0641,1.149,415.4,35.683842,497.23738,1.17,7.47,4698,24.35465,3.9172347,9.5917124,0
4.5877261,19.06968,0.06,5.7361,191.33128,946.08369,1.37,0.97,5341,0.68599733,0.63746912,1.5219229,0
2.4020004,6.3565601,0.06,5.39792,105.13966,815.25399,0.65,0.78,5131,0.37782084,0.47835658,1.1506998,0
2.7219203,7.8598865,0.1134,15.299,29.522652,592.78678,0.65,0.78,5131,0.37782084,0.47835658,1.1506998,0
2.4203436,6.4391953,0.1551,24.451,16.064088,505.76542,0.65,0.78,5131,0.37782084,0.47835658,1.1506998,0
13.590486,425.88952,2.98,1807,0.14841131,146.99896,1.08,1.05,5748,1.0782868,0.78069205,1.8407673,0
11.9947,1392.0867,0.47470924,111.4367,11.188809,335.83774,1.15,1.04,5561,0.9267592,0.7317942,1.7347637,0
12.615953,2310.6096,1.94,1001.7,0.25500849,170.45264,1.05,0.91,5755,0.81386569,0.67796428,1.5982466,0
13.177942,858.13561,0.81,184.02,117.78136,839.29387,2.1,13,4753,77.276351,6.9619981,17.006193,0
13.263677,740.53925,1.58,705,5.990815,398.21403,2.53,5.26,4953,14.918785,3.0320706,7.3446506,0
12.74405,108.06152,0.04,2.9857,433.99051,1162.8048,0.79,0.94,5442,0.6943501,0.63775041,1.5174838,0
14.00223,216.12304,2.45,1313,0.30306335,188.22549,1.13,1.19,6136,1.798556,0.98477435,2.3006385,0
1.5968584,3.17828,0.26,58.43,2.2981373,312.96699,0.43,0.71,4300,0.15441133,0.3162725,0.78881289,0
13.34436,645.19085,0.76,227,4.1873157,358.10074,1.34,1.38,6064,2.3071912,1.1202737,2.6211787,0
13.531193,470.38544,0.0346,2.1378431,1984.8432,1700.4542,1.21,1.46,5939,2.3760067,1.1455628,2.6879876,0
13.817228,292.40176,2.84,1695,0.14193355,155.70994,1.06,1.02,5903,1.1318272,0.79238583,1.8608963,0
12.636979,2224.796,2.86,1475,0.80622004,214.11209,1.42,1.88,6210,4.709456,1.5863753,3.7006369,0
12.249742,4513.1576,3.02,1634,0.482032,186.18104,1.35,1.39,6472,3.0371922,1.2541966,2.9124943,0
13.012187,1144.1808,2.72,1270,5.0729172,380.25661,1.66,8.8,4805,36.985165,4.8058302,11.713084,0
12.323017,3941.0672,0.117,13.481,174.51273,925.54571,1.12,1.55,5770,2.3859168,1.1597575,2.732935,0
13.507553,489.45512,3.58,2754,0.03002453,99.846792,0.66,0.79,4915,0.32631491,0.44921401,1.0898273,0
11.474158,90.422067,0.0479,3.414884,1598.3478,1610.5879,1.26,2.2,5392,3.6655027,1.4694114,3.5021122,0
13.321685,670.61709,3.27,2166,0.13012776,151.85315,1.27,1.1,5955,1.3633303,0.86690628,2.0333679,0
7.3986,34.96108,0.1066,11.8143,239.28429,992.77139,1.16,1.75,5576,2.6525025,1.2369582,2.9309577,0
13.703559,352.78908,2.2,1179,0.50307004,213.97953,1.03,1.67,5577,2.4172645,1.1807663,2.7977274,0
12.987313,1195.0333,0.97,325.803,1.4380999,272.30677,1.15,1.14,5744,1.2675237,0.84663199,1.9964615,0
13.001165,1166.4288,10.5,11611.298,0.012948044,82.25991,1.15,1.14,5744,1.2675237,0.84663199,1.9964615,0
12.15691,5364.9367,9.62,10354.837,0.027399945,102.7833,1.08,1.58,5770,2.4791687,1.1822044,2.7858305,0
13.984382,222.4796,0.189,30.052,28.829927,585.85778,1,1,5793,1.0090269,0.753165,1.7737297,0
13.408631,578.44697,0.654,192.9,2.3633628,315.67042,1,1,5793,1.0090269,0.753165,1.7737297,0
13.627346,400.46328,2.74,1576,1.1267444,261.51215,1.11,4.2,4798,8.3758367,2.2877006,5.5773991,0
13.627346,400.46328,1.36,464.4,7.3652816,418.58354,1.54,5.08,4918,13.526024,2.891747,7.0147345,0
13.036576,1096.5066,3.33,1785,1.2721628,266.36514,1.54,5.08,4918,13.526024,2.891747,7.0147345,0
12.40681,3378.5117,1.28,482,292.89911,1051.56,3.7,41.01,4218,476.97376,17.619073,44.118503,0
12.990362,1188.6767,5.15,4375,0.019012891,94.539507,0.7,0.84,5312,0.50336091,0.54691962,1.3070444,0
13.622607,403.64156,1.11,362.5,10.573355,456.89408,1.37,4.75,5020,12.837804,2.8037407,6.7734049,0
12.04166,6661.6749,1.42,647.29999,293.99515,1036.5884,10.94,51.1,3943,565.50644,19.311325,49.017544,0
13.969625,227.88268,1.332,498.04,2.8180987,294.75772,1.27,1.94,5733,3.6426704,1.4361915,3.3877303,0
2.3541,9.5348401,0.084368014,9.4909,49.524602,675.39298,0.89,0.74,5175,0.35187912,0.46060514,1.1061808,0
13.363782,624.2142,1.26,433.8,7.0477034,414.61713,1.41,4.6,4925,11.153964,2.6251271,6.3661493,0
12.653927,2158.0521,6.57,6022.9725,0.046633114,94.15874,1.03,1.01,5790,1.0271779,0.76004626,1.7900768,0
13.263677,740.53925,1.864,968.8,0.17673358,163.57727,0.92,0.93,5271,0.59817273,0.5975242,1.4300313,0
14.273013,139.84432,1.11,439.29999,0.54582633,218.64859,0.76,0.98,5282,0.66978341,0.63190758,1.5117334,0
5.0237627,22.24796,0.12,17.0431,23.794789,555.95076,0.48,0.83,4815,0.33176456,0.45496959,1.10841,0
13.641803,390.92844,1.98,841,4.0189315,356.40477,1.46,5.52,4862,15.255506,3.0788308,7.4858943,0
12.752715,1808.4413,2.6140534,1278,2.448931,307.98981,1.46,5.52,4862,15.255506,3.0788308,7.4858943,0
13.359012,629.29945,0.72,144.3,139.62747,874.43147,2.42,11.6,4945,72.089134,6.667595,16.156298,0
2.4662,12.71312,0.079619051,9.1205,50.154954,672.83686,0.81,0.72,5089,0.31151821,0.43527757,1.048745,0
13.180399,114.41808,0.25,57.435,1.4233351,276.75095,0.69,0.65,3901,0.087663572,0.2406412,0.61209756,0
12.96644,1239.5292,0.0696,6.673892,202.15295,956.8892,1.01,1.07,5544,0.96905648,0.74904415,1.7765766,0
13.604033,416.35468,0.549,147.747,3.2553374,340.62455,1.01,1.07,5544,0.96905648,0.74904415,1.7765766,0
14.089972,187.51852,1.94,981.8,0.26200384,181.0897,1.01,1.07,5544,0.96905648,0.74904415,1.7765766,0
13.791378,305.11488,0.89,345.72,0.39971661,191.21702,0.43,0.75,4813,0.2704423,0.41081115,1.000915,0
12.218803,4780.1332,7.7,9017.76,0.004606717,66.127696,0.43,0.75,4813,0.2704423,0.41081115,1.000915,0
2.4020004,6.3565601,0.07,8.1352,46.87831,662.06779,0.29,0.78,4510,0.22551946,0.37963052,0.93748754,0
14.209667,129.99801,0.178,32.03,7.126685,416.06672,0.29,0.78,4510,0.22551946,0.37963052,0.93748754,0
14.160507,167.40001,1.01,431.7,0.22960322,173.88489,0.29,0.78,4510,0.22551946,0.37963052,0.93748754,0
12.722982,1906.968,2.81,1084.5,5.7037449,392.46309,2.5,8.93,5000,44.655153,5.2341358,12.654882,0
12.383214,3527.8908,4.91,2556.5,2.1465222,285.33772,2.41,8.69,4985,41.781964,5.066564,12.257061,0
13.572908,438.60264,0.46,88.9,84.956259,773.10759,1.63,5.92,4890,17.954259,3.3358905,8.1014677,0
12.724853,1900.6115,3.82,2131.8,1.2485582,267.83328,1.63,5.92,4890,17.954259,3.3358905,8.1014677,0
13.246413,762.78721,2.1,822.3,3.7517619,354.24514,1.74,5.77,4850,16.504685,3.204106,7.7944071,0
13.324471,667.43881,0.36,111.7,0.2710413,180.84188,0.42,0.54,3368,0.033617429,0.15019402,0.39228635,0
12.771786,1748.054,2.8,1560.2,3.3759421,343.66567,1.17,7.83,4670,26.126407,4.06175,9.9578913,0
13.714527,346.43252,0.06,5.0505,182.93408,936.88435,0.97,0.89,5519,0.65843095,0.61832034,1.4676589,0
12.066526,6356.5601,2.55,1058.8,3.1489113,311.96914,1.93,5.34,5020,16.225049,3.1519948,7.6147331,0
13.278911,721.46957,0.92,302.79999,1.9745313,300.88568,1.34,1.13,6167,1.6547841,0.94281327,2.2012234,0
2.08506,4.999023,0.048,3.58599,1034.3678,1419.6786,1.15,1.31,6201,2.2734121,1.1028001,2.5730207,0
1.93933,4.4203935,0.0674,5.97293,509.73256,1202.2508,1.15,1.31,6201,2.2734121,1.1028001,2.5730207,0
2.16353,5.3226161,0.1027,11.23,224.52569,971.30416,1.15,1.31,6201,2.2734121,1.1028001,2.5730207,0
3.84503,26.999489,0.13694401,19.3044,48.143734,658.59256,0.92,0.98,5620,0.85839279,0.7018649,1.6608885,0
3.5872,12.558796,0.0296,1.673833,2202.9384,1745.4021,1.23,1.22,6168,1.9301265,1.0181728,2.3771206,0
1.99538,4.6394796,0.1088855,14.677286,21.827518,549.63987,0.8,0.73,4819,0.25749101,0.40074968,0.97615219,0
1.30036,2.2425611,0.082772531,9.915615,32.192719,605.71252,0.77,0.71,4695,0.21945614,0.37189032,0.91072828,0
1.96175,4.5075054,0.023,1.974238,64.590917,721.15052,0.43,0.49,3546.46,0.034029931,0.15079068,0.39040429,0
3.37421,11.319175,0.0796,8.267704,104.37297,814.31404,0.99,0.91,5464,0.66132386,0.62162524,1.4780667,0
15.98546,1000,0.0475,3.313959,1755.641,1649.126,1.3,1.81,6061,3.961165,1.4681599,3.4353752,0
5.33596,24.645874,0.0581,4.733999,807.98554,1358.3003,1.17,1.76,5599,2.7274441,1.2526293,2.9660507,0
7.55554,44.483696,0.2257,39.93767,406.44221,1143.9173,1.35,5.15,5433,20.704365,3.4842751,8.2930208,0
2.55588,7.063293,0.1027,13.86387,25.709004,573.67539,0.75,0.71,4950,0.27116032,0.40883341,0.99044637,0
1.9057,8.6004258,0.0621,5.35117,378.90833,1124.0314,0.88,1.23,5730,1.4612259,0.9097854,2.1462045,0
12.14043,99.515976,0.0642,5.817685,343.02651,1096.4197,1.04,1.24,5660,1.4138318,0.89864087,2.1240751,0
10.67192,79.952271,0.0954,11.391013,44.962534,659.71689,0.89,0.84,5044,0.40921122,0.49998954,1.2067603,0
12.06196,98.426376,0.143,20.272615,34.747745,618.5525,0.95,0.88,5657,0.71055665,0.6371822,1.506207,0
0.69502,0.26380241,0.048,4.655411,62.52258,715.91344,0.69,0.67,4348.35,0.1437925,0.30475845,0.75833548,0
2.02901,4.773015,0.0189,1.2916,132.90864,865.03407,0.54,0.51,3778,0.047476294,0.17749175,0.45425758,0
2.06264,4.9081044,0.0492,5.444017,19.613116,536.14414,0.54,0.51,3778,0.047476294,0.17749175,0.45425758,0
2.54467,7.010777,0.245,50.92092,4.0508676,358.68922,0.76,0.73,4726.29,0.23824063,0.38698824,0.94640171,0
2.53346,6.9584217,0.0698,7.727283,46.795907,666.34152,0.76,0.71,4740,0.22799153,0.37835913,0.92474603,0
2.33168,6.0438495,0.0802,8.28212,160.80318,907.23243,1.01,1.01,5800,1.0342925,0.76221463,1.7947121,0
2.00659,4.6838183,0.078,9.562742,23.903665,561.2439,0.69,0.67,4349.9,0.14399763,0.30496117,0.75878373,0
7.49949,43.924877,0.0525,5.185761,64.478542,721.93602,0.72,0.68,4551,0.17771898,0.33651101,0.82943887,0
1.21068,1.9283813,0.0285,2.219282,104.43064,814.4265,0.62,0.6,4027,0.084823788,0.23608303,0.59674309,0
2.75766,8.0359058,0.1649,30.951524,3.0403635,336.41573,0.62,0.59,4035,0.082673596,0.23302932,0.58879031,0
2.90339,8.7701168,0.049,6.413651,9.2193131,443.93517,0.39,0.39,3570,0.022135571,0.1215777,0.31440306,0
2.17474,5.369523,0.121,21.750264,1.7519822,292.75529,0.49,0.4,3654.47,0.025568558,0.13051042,0.3360869,0
1.97296,4.5513229,0.0656,7.385655,31.179294,602.02078,0.69,0.65,4339,0.13417573,0.29447565,0.73307615,0
8.37387,52.969452,0.0411,3.588163,101.21789,808.08906,0.72,0.66,4575,0.17097827,0.32977746,0.81195176,0
1.42367,2.6154425,0.056,5.675819,71.276035,732.78017,0.71,0.78,4469.51,0.21752917,0.37336823,0.92375832,0
1.04253,1.1283145,0.057,8.239493,5.160509,382.76474,0.36,0.36,3459.09,0.016624213,0.1055087,0.27434843,0
1.89449,4.2482729,0.2114,39.91488,12.857534,482.43002,0.8,0.78,5698,0.57460266,0.57160048,1.3496135,0
1.25552,2.1128564,0.032,2.49412,175.1294,921.72656,0.7,0.74,4356.47,0.17672215,0.33777226,0.84015863,0
1.70392,3.5484667,0.0095,0.36931,4226.16,2054.1464,0.84,0.75,5245,0.38141094,0.47779272,1.1445406,0
14.573,155.73572,0.087981497,9.1751,941.47514,1411.2278,1.08,3.85,4840,7.2877179,2.1300517,5.1838089,0
1.3452,2.3754251,0.03194,3.07133,33.165306,611.3866,0.46,0.46,3655,0.033834038,0.15012934,0.3865988,0
1.60303,3.1991632,0.04341,4.86784,17.954539,524.43114,0.46,0.46,3655,0.033834038,0.15012934,0.3865988,0
2.00659,4.6838183,0.07487,11.02454,6.0358463,399.32771,0.46,0.46,3655,0.033834038,0.15012934,0.3865988,0
1.72634,3.6281006,0.1346,26.5841,1.8675134,297.82479,0.46,0.46,3655,0.033834038,0.15012934,0.3865988,0
0.98648,0.92556667,0.070645503,7.975292,32.19985,605.74606,0.74,0.66,4499,0.15989706,0.31978408,0.79010053,0
2.9146,8.8276834,0.11841416,17.307137,11.500968,467.6731,0.74,0.66,4499,0.15989706,0.31978408,0.79010053,0
1.44609,2.685755,0.15362597,25.575065,6.8424174,410.52338,0.74,0.66,4499,0.15989706,0.31978408,0.79010053,0
0.88559,158.914,0.0058,0.179715,766.71675,1340.6137,0.46,0.44,3492,0.025792352,0.13136806,0.34103564,0
1.5694,3.086051,0.0338,2.35322,530.17511,1183.0826,0.93,0.86,5378,0.55433046,0.5718711,1.3636028,0
2.52225,6.9062285,0.04454,3.55987,292.53611,1035.8006,0.93,0.86,5378,0.55433046,0.5718711,1.3636028,0
2.65677,7.5431552,0.05883,5.40478,170.84501,899.26689,0.93,0.86,5378,0.55433046,0.5718711,1.3636028,0
3.29574,10.875888,0.07807,8.26144,95.827955,781.76706,0.93,0.86,5378,0.55433046,0.5718711,1.3636028,0
2.81371,8.3151703,0.1043,12.75759,54.709706,674.86031,0.93,0.86,5378,0.55433046,0.5718711,1.3636028,0
9.11373,61.157993,0.1796,28.380619,17.88704,523.93755,0.96,0.88,5370,0.57696721,0.5836888,1.3921557,0
4.80909,20.658056,0.0627,8.36802,9.5121133,447.41873,0.47,0.45,3789,0.037394876,0.15749392,0.40285489,0
12.25253,101.08109,0.0687,6.56918,197.09162,954.57916,1,0.99,5705,0.93021134,0.72697368,1.7161321,0
1.51335,5.0788915,0.007476579,0.2803244,3315.5401,1933.2298,0.71,0.68,4599,0.18533614,0.34303782,0.84368095,0
6.99504,7.3990359,0.068350353,7.7485,39.671496,639.38811,0.71,0.68,4599,0.18533614,0.34303782,0.84368095,0
2.05143,5.7717565,0.025857559,2.6446,19.320579,532.45783,0.33,0.33,3385,0.012810062,0.092696699,0.24191065,0
2.18595,7.4943843,0.03409948,4.00498,11.047922,463.98709,0.33,0.33,3385,0.012810062,0.092696699,0.24191065,0
1.37883,2.4771268,0.0159,0.961917,194.90836,951.92455,0.58,0.55,3672,0.049274782,0.18113018,0.46603355,0
1.33399,2.3419147,0.0454,4.38395,47.760939,669.75062,0.65,0.63,4079,0.098442938,0.25402356,0.64043789,0
1.72634,3.6281006,0.0616,6.9226,25.943176,574.97729,0.65,0.63,4079,0.098442938,0.25402356,0.64043789,0
1.63666,3.3139434,0.0774,9.7579,16.432462,512.94473,0.65,0.63,4079,0.098442938,0.25402356,0.64043789,0
1.63666,3.3139434,0.083,11.332,8.3116924,432.58084,0.59,0.57,3745,0.057259249,0.19503046,0.49996982,0
2.47741,6.6990733,0.091,11.8104,34.67622,618.23394,0.72,0.68,5131,0.28715378,0.41702881,1.0031742,0
1.99538,4.6394796,0.0727,10.59357,4.9192733,379.41994,0.46,0.44,3499,0.025999786,0.13188383,0.34225632,0
1.49093,2.8286707,0.0373,3.835476,24.308255,565.69632,0.47,0.45,3695,0.033819832,0.15000702,0.38551291,0
2.28684,5.8478451,0.1716,32.6479,3.0280172,336.07367,0.63,0.61,4044,0.08916469,0.24195476,0.61106902,0
1.99538,4.6394796,0.0614,7.51574,14.591133,497.92871,0.55,0.53,3845,0.055007988,0.1908255,0.48674747,0
1.99538,4.6394796,0.0405,3.67626,61.08345,712.23908,0.65,0.63,4097,0.10019213,0.2561594,0.64524836,0
2.07385,4.9534779,0.0677,7.95486,21.860307,550.8825,0.65,0.63,4097,0.10019213,0.2561594,0.64524836,0
1.80481,3.9125102,0.0562,6.342,31.368563,602.93232,0.65,0.58,4258,0.099075726,0.25364976,0.63391066,0
2.60072,7.2749643,0.0946,13.85,11.070953,464.71978,0.65,0.58,4258,0.099075726,0.25364976,0.63391066,0
1.9057,4.2910395,0.1937,40.718,2.6406328,324.76702,0.65,0.58,4258,0.099075726,0.25364976,0.63391066,0
1.15463,1.6270695,0.0149,0.81314,785.05846,1348.5604,0.66,0.66,4597,0.17429083,0.33268395,0.81829029,0
1.05374,1.1724075,0.009793799,0.365257,6409.8679,2279.5923,0.94,0.88,5456,0.61482488,0.59964466,1.4261687,0
2.64556,7.4891982,0.0887,10.06049,94.251152,793.81002,0.92,0.95,5503,0.74153885,0.65678588,1.5597404,0
1.27794,2.1773119,0.0622,5.90279,191.66956,947.94512,0.92,0.95,5503,0.74153885,0.65678588,1.5597404,0
2.26442,5.7508411,0.1013,12.42205,52.098463,684.46483,0.9,0.83,5425,0.53461828,0.5601424,1.3335589,0
3.18364,10.255306,0.046542007,3.705871,348.7928,1100.9987,0.98,0.91,5649,0.75554047,0.65735242,1.5542438,0
6.12066,31.110601,0.086136269,9.283188,487.4244,1197.076,0.99,2.57,4972,3.6164243,1.4915078,3.6101449,0
1.43488,2.6505029,0.0795,9.45889,37.098104,628.75701,0.75,0.69,4842,0.23446929,0.38203154,0.9296543,0
2.4662,6.6476898,0.065176056,6.673117,72.375601,743.09263,0.83,0.76,4937,0.30744564,0.43559164,1.0558286,0
3.2509,10.625858,0.13859719,17.355066,253.8864,1016.9621,1.18,2.2,5791,4.8769496,1.6560185,3.9001864,0
1.27794,2.1773119,0.032548317,2.354992,391.20698,1133.0434,0.83,0.8,5185,0.41444191,0.49961958,1.1994348,0
1.55819,3.0487196,0.049245481,4.382745,170.89561,921.14422,0.83,0.8,5185,0.41444191,0.49961958,1.1994348,0
2.64556,7.4891982,0.10732715,14.101361,35.978615,623.95895,0.83,0.8,5185,0.41444191,0.49961958,1.1994348,0
2.82492,8.3714933,0.091283067,9.977481,438.70474,1165.9717,1.02,1.83,5908,3.6555504,1.4236098,3.3429009,0
1.86086,4.1210313,0.11832195,15.8523,40.421978,642.39078,0.88,0.83,5502.7,0.56591105,0.57377074,1.3626082,0
1.27794,2.1773119,0.06708697,6.380803,159.63707,905.58318,0.99,0.92,5548,0.71847244,0.64481854,1.5291879,0
2.23079,5.6065874,0.119,17.96753,9.5988141,448.4348,0.71,0.66,4320,0.13592881,0.29656408,0.73894754,0
1.42367,2.6154425,0.074458463,7.576544,169.42586,919.15729,0.96,0.98,5748,0.9393076,0.72864591,1.7180495,0
