P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST,P_PERIOD,P_FLUX,P_TEMP_EQUIL,S_MASS,S_RADIUS,S_TEMPERATURE,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,P_HABITABLE
2.82492,8.3714933,0.37509126,86.115089,5.5473221,390.99009,0.95,0.92,5664,0.78047191,0.66751836,1.5776013,0
0.82954,0.49738312,0.046987832,3.6146051,782.41032,1347.4217,1.06,1.27,5880,1.7274496,0.98029368,2.3034969,0
1.81602,3.9538581,0.10302549,13.182964,39.378193,638.20302,0.84,0.8,5196,0.41797008,0.50145544,1.2033563,0
1.2331,2.0491991,0.041997098,3.5157632,171.68973,922.21246,0.8,0.75,4951,0.30281883,0.43202066,1.0465778,0
1.28915,2.2098374,0.01392528,0.63642408,2508.9535,1803.0927,0.89,0.84,5267,0.48651977,0.53899561,1.2901397,0
0.88559,0.62873346,0.02632943,1.4951495,2243.359,1753.354,1.09,1.15,6019,1.5551837,0.92228785,2.160085,0
0.99769,0.96382171,0.14681147,20.350521,50.271625,678.38407,1.02,1.02,5839,1.0835349,0.7783128,1.8307698,0
1.65908,3.3913851,0.14283178,22.476443,11.786299,472.05138,0.77,0.72,4770,0.24045131,0.38807438,0.94725998,0
2.85855,8.541399,0.23916063,42.521589,18.032898,525.0024,1.01,1.01,5796,1.0314422,0.76134714,1.7928576,0
1.27794,2.1773119,0.065084877,6.6996001,95.553729,796.53859,0.82,0.79,5187,0.40476954,0.49370388,1.1851459,0
0.93043,0.75050199,0.076488344,6.9131112,497.34906,1203.1236,1.25,1.42,6335,2.9097241,1.237583,2.8803647,0
2.0178,4.7283306,0.14393453,18.605194,96.30608,798.10188,1.15,1.23,6194,1.9951873,1.0335563,2.4117931,0
1.06495,1.2177294,0.15030979,23.955378,13.273722,486.28748,0.79,0.75,4939,0.29989366,0.4301687,1.042599,0
1.15463,1.6270695,0.18850686,29.609174,33.531907,613.06916,1.02,1.07,5838,1.1915508,0.81623513,1.9200209,0
0.94164,0.78341907,0.1149286,14.45413,65.44195,724.61775,0.97,0.95,5718,0.86439543,0.70024118,1.6524303,0
1.55819,3.0487196,0.11580162,14.256323,80.358513,762.7863,1.02,1.02,5831,1.0776089,0.77655718,1.8270142,0
1.09858,1.3612778,0.019223137,0.96897238,2785.4604,1850.8412,1.01,1.01,5793,1.0293084,0.76069665,1.791467,0
1.63666,3.3139434,0.10300395,10.676072,228.42132,990.44205,1.28,1.36,6184,2.4235076,1.1397991,2.6602335,0
1.28915,2.2098374,0.054084507,4.4848749,425.50755,1157.1022,1.05,1.07,5902,1.2446666,0.83099719,1.9516217,0
1.17705,1.7431784,0.032685606,2.4605099,230.01559,992.16574,0.77,0.72,4796,0.24573688,0.3918839,0.95549202,0
1.46851,2.7568324,0.06427135,5.8660153,261.47874,1024.4812,1.03,1.03,5806,1.080118,0.77863533,1.8330888,0
2.21958,5.5588379,0.16712793,23.910901,54.188208,691.22766,1.09,1.13,6031,1.5135712,0.90919879,2.1288576,0
1.55819,3.0487196,0.052665488,4.1359227,632.11359,1277.4494,1.14,1.19,6097,1.7532641,0.97461083,2.2787478,0
1.10979,1.4117248,0.089385256,8.0533362,730.96392,1324.7041,1.47,2.04,6291,5.8402,1.7579591,4.0946891,0
0.86317,0.57352358,0.056437523,4.4534328,799.90087,1354.8897,1.21,1.32,6356,2.5478395,1.1566174,2.6909501,0
1.31157,2.2754822,0.090774368,9.705716,164.32149,912.1547,1.06,1.09,5972,1.3540068,0.86304177,2.0234984,0
1.36762,2.4430315,0.094060069,10.929546,78.221234,757.66299,0.93,0.9,5557,0.69204646,0.63251938,1.4996088,0
0.94164,0.78341907,0.033938012,2.3194201,670.43833,1296.3869,0.97,0.96,5530,0.77220327,0.66918999,1.5878629,0
1.4573,2.7211983,0.060788127,8.0739285,7.3476655,419.45198,0.46,0.43,3578,0.027151067,0.13463414,0.34802901,0
1.25552,2.1128564,0.22678068,39.859484,16.924225,516.74004,0.98,0.96,5698,0.87040403,0.70350828,1.6610628,0
1.31157,2.2754822,0.22671595,39.441984,19.753106,537.09828,1,1,5802,1.0153121,0.75509746,1.7778609,0
3.93471,14.693542,0.40521489,81.416294,18.911822,531.28585,1.34,1.44,6394,3.1053043,1.2740151,2.9621933,0
0.97527,0.88841861,0.037354502,2.4181132,1620.0804,1616.3263,1.19,1.27,6289,2.2605935,1.0938516,2.5479229,0
2.17474,5.369523,0.20501988,33.42035,26.778104,579.5486,1.03,1.05,5810,1.1255681,0.79465677,1.870612,0
0.96406,0.85235786,0.098345364,10.600523,210.3887,970.28767,1.13,1.26,6150,2.0348397,1.0465729,2.4443135,0
0.81833,0.47370976,0.014241545,0.68996783,1391.9651,1556.1519,0.81,0.75,4865,0.28232059,0.41877992,1.0180973,0
2.90339,8.7701168,0.28577646,56.674729,10.613885,459.84715,0.97,0.95,5722,0.8668167,0.70105389,1.6541656,0
1.61424,3.2372384,0.10232836,12.270659,82.256388,767.25074,0.95,0.93,5774,0.86131431,0.69665216,1.6414656,0
1.6815,3.4695604,0.1122798,13.227453,109.89678,824.88072,1.08,1.1,5979,1.3854416,0.87262983,2.0456465,0
2.64556,37.185876,0.17157235,22.951,156.9233,901.70975,1.28,1.98,6022,4.6193624,1.5892313,3.7218786,0
4.31585,79.457001,0.26027328,42.882,68.190341,732.1088,1.28,1.98,6022,4.6193624,1.5892313,3.7218786,0
1.71513,3.5881927,0.25094394,54.509417,2.755773,328.25078,0.71,0.68,4524,0.17353891,0.33285289,0.82144043,0
3.35179,11.191779,0.2118314,35.622233,21.872112,550.95685,1,0.99,5782,0.98145724,0.7432963,1.7509971,0
2.70161,7.7605729,0.26893475,42.913751,72.83386,744.26611,1.41,2.06,6101,5.2677746,1.6889437,3.9486029,0
2.66798,7.5972714,0.25282685,47.16117,12.755504,481.47009,0.97,0.94,5665,0.81534988,0.68223013,1.6123248,0
1.88328,4.2056823,0.246142,47.031948,9.6352393,448.85962,0.9,0.86,5448,0.58375948,0.58456326,1.3906585,0
2.16353,5.3226161,0.22425127,49.276764,1.7686087,293.80072,0.62,0.6,4075,0.088940916,0.24147594,0.60892365,0
1.14342,1.5711567,0.11639991,18.137383,8.1458959,430.4073,0.64,0.62,4231,0.11036824,0.26791822,0.67044803,0
1.99538,4.6394796,0.27037078,51.111024,14.804036,499.7352,1.01,1.01,5866,1.0821803,0.77655503,1.8253884,0
2.75766,8.0359058,0.25488878,47.987276,12.443967,478.50296,0.96,0.94,5653,0.80846327,0.67982483,1.6071926,0
1.35641,2.4091308,0.28477349,62.869161,3.287169,343.04447,0.78,0.74,4828,0.26657605,0.40759874,0.99245684,0
1.96175,4.5075054,0.16759803,29.963325,5.4748897,389.70749,0.7,0.67,4422,0.15378473,0.31443136,0.77967591,0
2.02901,4.773015,0.17210184,29.349477,9.6981377,449.59037,0.79,0.74,4919,0.28724956,0.42139075,1.0221583,0
3.82261,13.989899,0.31841554,65.648834,9.7002579,449.61494,1,1,5756,0.98349416,0.74522995,1.7567726,0
1.86086,4.1210313,0.16572629,25.15864,30.622489,599.31484,0.96,0.95,5679,0.84105294,0.69232569,1.6355331,0
1.65908,3.3913851,0.19760566,31.77859,27.002925,580.76123,1.02,1.01,5828,1.0544101,0.76829217,1.8077083,0
0.99769,0.96382171,0.060082082,5.3278629,292.09197,1053.2339,1.02,1.01,5828,1.0544101,0.76829217,1.8077083,0
1.77118,3.7895405,0.1785392,31.827711,7.0682683,415.40638,0.75,0.71,4726,0.22530987,0.3763441,0.92038253,0
1.54698,3.011575,0.19445603,31.175045,29.548593,593.98997,1.01,1.02,5884,1.1173253,0.78820259,1.8519371,0
3.29574,10.875888,0.24252581,47.056904,8.2786781,432.15064,0.86,0.82,5332,0.48694164,0.53734093,1.2832676,0
1.72634,3.6281006,0.080872368,8.2398487,182.14308,935.94016,1.04,1.05,5893,1.1912777,0.81342425,1.9107728,0
1.15463,1.6270695,0.046093688,3.5455302,560.6994,1239.7309,1.04,1.05,5893,1.1912777,0.81342425,1.9107728,0
2.8025,8.2590046,0.1487941,21.86353,29.482043,593.65524,0.92,0.89,5507,0.65272307,0.61605838,1.4628371,0
1.06495,1.2177294,0.11674655,16.29509,22.998769,557.91888,0.8,0.76,4961,0.31346766,0.43934589,1.0638931,0
1.41246,2.5805743,0.045506312,3.638994,384.04046,1127.8183,0.95,0.93,5660,0.79528038,0.67398065,1.5930563,0
1.9057,4.2910395,0.23290734,38.131283,37.134974,628.91317,1.16,1.25,6159,2.0144175,1.0407374,2.4302417,0
1.18826,1.8034186,0.1193373,14.427355,99.87615,805.39765,1.09,1.09,6046,1.4223753,0.88057582,2.061153,0
2.16353,5.3226161,0.21786462,36.433345,24.240094,565.29935,1.04,1.04,5870,1.1505559,0.80051767,1.8815272,0
2.92581,8.8854055,0.39081548,82.177374,14.330128,495.68688,1.18,1.28,6214,2.188737,1.0812148,2.5220226,0
1.67029,3.4303813,0.092353465,10.358632,99.565979,804.77162,0.98,0.96,5663,0.84921442,0.69633615,1.6457558,0
1.17705,1.7431784,0.093223497,11.5553,42.433395,650.23726,0.81,0.78,5100,0.36877252,0.4733317,1.1399517,0
1.72634,3.6281006,0.17435623,26.084059,40.235633,641.64914,1.04,1.06,5904,1.223167,0.82368872,1.9343631,0
1.82723,3.9953845,0.11613161,14.532614,72.003468,742.1356,0.99,0.98,5796,0.97107842,0.73873287,1.7396044,0
1.67029,3.4303813,0.14608141,22.126799,19.46796,535.14937,0.85,0.81,5156,0.41544192,0.5009693,1.2039671,0
1.2331,2.0491991,0.059589748,5.94221,82.354303,767.47897,0.8,0.75,4908,0.29243503,0.42539099,1.0323277,0
1.0089,1.0032039,0.099659431,12.253832,53.365721,688.58967,0.88,0.84,5381,0.53002846,0.55910226,1.3330221,0
1.52456,2.9378483,0.094599327,9.5085156,316.4488,1074.5355,1.25,1.4,6337,2.8319106,1.2207767,2.8411509,0
2.10748,5.0906262,0.18692057,30.454914,23.397453,560.3212,0.94,0.92,5730,0.81749064,0.68048989,1.6052912,0
1.46851,2.7568324,0.14884994,19.915772,69.637083,735.96143,1.11,1.12,6087,1.5429004,0.91483239,2.1394341,0
2.32047,5.9945993,0.28909596,54.649576,17.024816,517.50615,1.08,1.12,5965,1.4228741,0.88509533,2.0755442,0
2.1299,5.1829123,0.082121226,7.3194636,646.14443,1284.4799,1.38,1.63,6541,4.3575307,1.4962847,3.4711145,0
1.86086,4.1210313,0.23189934,39.818993,32.803798,609.71369,1.05,1.31,5820,1.7640999,0.99424434,2.3398318,0
1.77118,3.7895405,0.36134217,82.294751,5.6841666,393.3794,0.93,0.9,5655,0.74217121,0.65127985,1.5396201,0
3.03791,9.4710941,0.38620579,92.436297,4.2060232,364.84872,0.9,0.87,5515,0.62734901,0.60368832,1.4331063,0
1.51335,2.9012671,0.12725468,16.586176,58.374554,704.20776,1,0.99,5728,0.94530308,0.73184265,1.7265282,0
1.49093,2.8286707,0.11741595,16.75255,16.608124,514.31011,0.77,0.72,4712,0.22896799,0.3796036,0.92892292,0
1.41246,2.5805743,0.121458,15.021798,119.42503,842.20682,1.06,1.29,5863,1.7617636,0.99100363,2.3296516,0
3.07154,9.6497879,0.3907361,91.080482,5.3178497,386.88236,0.96,0.94,5659,0.8119011,0.68102731,1.6097583,0
2.93702,8.9432821,0.38282229,85.273256,7.6442179,423.62168,1.03,1.04,5831,1.1202823,0.79178379,1.862838,0
2.21958,5.5588379,0.33308521,64.658802,19.023981,532.07182,1.18,1.27,6182,2.1106299,1.0638122,2.482982,0
1.65908,3.3913851,0.081910661,8.7419977,125.00243,851.87236,0.96,0.95,5675,0.83868586,0.6915147,1.6338024,0
1.33399,2.3419147,0.24593091,48.051405,7.4174372,420.44421,0.86,0.81,5256,0.44862153,0.51788046,1.2400828,0
1.18826,1.8034186,0.22894664,44.2008,7.0188803,414.67883,0.82,0.78,5097,0.36790559,0.47284587,1.1389121,0
10.7616,209.76648,0.05714,4.942782,249.25494,1011.608,1.02,0.99,5515,0.81234611,0.68695567,1.6307762,0
1.19947,1.8651456,0.11918096,15.03301,73.622908,746.27373,1,1,5845,1.0457472,0.76434315,1.7976353,0
1.55819,3.0487196,0.12395775,14.556453,148.35469,889.14017,1.2,1.3,6229,2.2795476,1.1024142,2.5707324,0
3.18364,10.255306,0.26573321,41.708363,74.116536,747.5215,1.44,1.72,6666,5.2336753,1.6282988,3.7710115,0
2.27563,5.7992597,0.37644295,96.16987,2.2858246,313.2605,0.77,0.74,5069,0.3239226,0.44429908,1.0713059,0
2.1299,5.1829123,0.35069523,82.304003,4.0431574,361.26432,0.85,0.81,5393,0.49725638,0.54118119,1.2897778,0
0.93043,0.75050199,0.18790714,30.860937,19.61672,536.16876,0.93,0.86,5686,0.69264862,0.62802207,1.4833307,0
1.32278,2.3086002,0.11190497,14.032915,64.228141,721.23409,0.95,0.93,5676,0.80431115,0.67715496,1.5998301,0
0.84075,0.52189779,0.11975697,16.050621,38.664639,635.29202,0.89,0.85,5410,0.55451789,0.57095113,1.3599615,0
1.33399,2.3419147,0.15412406,20.70565,80.728369,763.66248,1.14,1.22,6158,1.9176398,1.0154917,2.3713379,0
1.84965,4.0789714,0.16921959,25.43382,34.227024,616.22199,1,0.99,5780,0.9801,0.74287152,1.7500893,0
3.363,11.255403,0.39990875,84.703921,13.56293,488.91492,1.19,1.28,6200,2.1690789,1.077263,2.5134873,0
1.6815,3.4695604,0.16789619,23.238279,71.519287,740.88483,1.17,1.29,6064,2.0160664,1.0472123,2.4502322,0
1.17705,1.7431784,0.1313606,20.359726,8.5158615,435.2132,0.73,0.67,4372,0.14694637,0.30785554,0.76517907,0
8.46355,53.936165,0.57685198,160.88465,2.5218603,321.05184,0.99,0.97,5617,0.83916973,0.69408368,1.6426197,0
11.82655,95.187233,0.75483526,217.83176,3.5735671,350.28408,1.21,1.22,6251,2.0361338,1.0405085,2.4253661,0
9.55092,66.221909,0.76475251,214.31142,5.473635,389.68516,1.3,1.41,6511,3.2012357,1.2847064,2.9815926,0
1.74876,3.7084594,0.074322097,7.2593198,225.63459,987.40729,1.04,1.07,5904,1.2463545,0.83145937,1.9526118,0
9.76391,68.748642,0.071403505,5.5460837,1613.5814,1614.7029,1.58,1.95,7010,8.2267811,2.0056253,4.6283456,0
3.04912,9.5305061,0.067049855,5.111779,1547.2348,1597.8425,1.54,1.88,6846,6.9558775,1.8591932,4.296918,0
7.0623,39.666389,0.74185994,240.79894,1.367967,275.52678,0.94,0.91,5644,0.75286906,0.65638278,1.5521751,0
5.77315,28.171452,0.013447293,0.65355357,1195.1024,1497.9461,0.76,0.71,4677,0.21610998,0.36930945,0.90512759,0
2.49983,6.8023267,0.23803963,47.148408,5.9024003,397.102,0.81,0.76,5042,0.33444692,0.45205688,1.0911566,0
1.72634,3.6281006,0.029065909,1.8478892,972.33027,1422.651,0.96,0.93,5706,0.82145091,0.68311342,1.6125484,0
1.58061,3.123569,0.018569505,0.93875077,2541.946,1808.9914,0.97,0.96,5708,0.87653037,0.70555971,1.6654422,0
3.54236,12.293432,0.35340908,70.96746,16.339021,512.21397,1.17,1.25,6179,2.0407108,1.046234,2.4420991,0
0.90801,0.68767595,0.036039116,2.4166012,814.46815,1361.0166,1.07,1.04,5748,1.0578458,0.77325689,1.8232362,0
2.43257,6.4945178,0.043715323,3.908632,100.02956,805.70675,0.73,0.69,4601,0.19115944,0.34835909,0.85669079,0
4.77546,20.413389,0.61482714,160.12992,6.1973894,401.97321,1.21,1.32,6224,2.3426901,1.1179166,2.6071315,0
1.4573,2.7211983,0.029143172,1.7911102,1317.0138,1534.7671,1.03,1.03,5857,1.1185721,0.78993501,1.8572598,0
2.09627,5.0447392,0.055716127,5.3390569,111.11831,827.16342,0.81,0.77,5048,0.34494312,0.45896136,1.1075629,0
1.63666,3.3139434,0.035893975,2.5904434,484.59824,1195.337,0.92,0.88,5477,0.62434545,0.60355035,1.4344938,0
1.64787,3.3525722,0.058013495,5.3227406,185.50982,940.23548,0.92,0.88,5477,0.62434545,0.60355035,1.4344938,0
1.10979,1.4117248,0.022416197,1.1385434,4416.4119,2076.8843,1.16,1.27,6260,2.2191846,1.0856831,2.5302412,0
1.3452,2.3754251,0.020127006,1.0936636,1635.6198,1620.1883,0.91,0.88,5559,0.66258361,0.61883691,1.4670805,0
3.46389,11.834665,0.97756956,308.5471,3.6564635,352.29803,1.31,1.51,6431,3.494271,1.3485021,3.1335,0
1.89449,4.2482729,0.060397656,5.7166887,159.32338,905.13798,0.9,0.86,5442,0.58119209,0.58347378,1.3883362,0
2.54467,7.010777,0.53853151,138.9442,5.0024975,381.01461,1.08,1.11,6021,1.4508052,0.89069119,2.085989,0
3.1388,10.011282,0.89111198,364.75803,0.19577465,169.46656,0.71,0.67,4434,0.15546084,0.31601509,0.78316068,0
1.17705,1.7431784,0.023306317,1.4444538,650.78217,1286.7786,0.81,0.77,5079,0.35349473,0.46390775,1.1181553,0
2.82492,8.3714933,0.61855303,175.13882,2.883819,331.9991,1.03,1.03,5837,1.1033718,0.78550003,1.8477702,0
2.70161,7.7605729,0.48176002,133.30367,1.773308,293.99568,0.84,0.8,5176,0.41157188,0.49811827,1.1962274,0
2.48862,6.7506189,0.44342019,125.41312,0.9216782,249.62595,0.74,0.69,4540,0.18122172,0.33994625,0.83832881,1
1.15463,1.6270695,0.076930763,8.406912,77.31294,755.45388,0.86,0.81,5282,0.45756445,0.52229096,1.2494939,0
0.76228,0.36733988,0.047903718,3.9511688,366.74911,1114.9032,0.94,0.99,5564,0.84160348,0.69724224,1.6527058,0
0.65018,0.20771421,0.038908164,2.8922302,555.9376,1237.0904,0.94,0.99,5564,0.84160348,0.69724224,1.6527058,0
0.87438,0.60067123,0.063236672,5.9927374,210.45997,970.36984,0.94,0.99,5564,0.84160348,0.69724224,1.6527058,0
0.76228,0.36733988,0.056797776,5.1011576,260.88245,1023.8967,0.94,0.99,5564,0.84160348,0.69724224,1.6527058,0
2.71282,7.8153238,0.079655536,6.9671027,712.36858,1316.1976,1.39,1.65,6561,4.5199818,1.5221759,3.5301745,0
1.78239,3.8303511,0.55710713,168.81117,0.90092472,248.20872,0.81,0.74,4886,0.27961852,0.41637946,1.0113773,1
2.70161,7.7605729,0.55244401,163.69235,1.3747999,275.8702,0.84,0.8,5201,0.41958121,0.50229025,1.2051394,0
3.12759,9.950654,0.13981416,19.597497,39.630042,639.22101,0.95,0.93,5623,0.77468809,0.66664933,1.577416,0
0.8968,0.65772873,0.015912163,0.69297968,6724.1443,2307.0349,1.12,1.18,6078,1.7025326,0.96152123,2.2490545,0
2.64556,7.4891982,0.48707693,124.82868,3.7667263,354.92446,0.99,0.97,5706,0.89363297,0.71249465,1.6819053,0
2.56709,7.1159697,0.67268223,214.88655,1.1224823,262.23447,0.88,0.84,5324,0.50792479,0.54903554,1.3115572,0
3.01549,9.3527288,0.74160875,225.58281,2.5857241,323.06541,1.07,1.11,5991,1.4221057,0.88345388,2.070448,0
2.65677,7.5431552,0.17240803,24.49737,63.596722,719.45493,1.14,1.22,6136,1.8903826,1.0096006,2.3586378,0
2.4662,6.6476898,0.60127494,184.77185,1.1041118,261.15489,0.85,0.78,5202,0.39917124,0.48989581,1.1753586,1
1.15463,1.6270695,0.048574149,4.2426188,194.81126,951.80597,0.85,0.81,5288,0.45964704,0.52330954,1.251667,0
2.90339,8.7701168,0.62734907,198.08877,1.175872,265.29858,0.84,0.81,5297,0.46278426,0.52483796,1.2549275,0
1.61424,3.2372384,0.079987711,8.1050163,186.30396,941.24012,1.04,1.06,5866,1.191979,0.81499835,1.9157541,0
1.96175,4.5075054,0.082726878,8.8271346,116.86235,837.65187,0.97,0.95,5608,0.7997751,0.67795352,1.6048713,0
1.52456,2.9378483,0.048815391,3.740325,712.16622,1316.1041,1.11,1.17,6099,1.697051,0.95874257,2.2415512,0
0.68381,0.24886708,0.042426425,3.5047036,210.32517,970.21441,0.83,0.79,5101,0.37858563,0.4795641,1.1549174,0
0.71744,0.29559639,0.018256941,0.97191543,1443.445,1570.3446,0.86,0.82,5316,0.48112313,0.53458611,1.2773925,0
0.88559,0.62873346,0.041259599,3.0319574,626.09156,1274.3959,1.02,1.02,5815,1.0658298,0.77304823,1.8195094,0
1.08737,1.3121437,0.020082039,1.005207,3446.9056,1952.1009,1.07,1.11,5957,1.3900967,0.87526822,2.0528846,0
3.55357,12.359554,0.31603281,64.273775,10.886614,462.77311,1.02,1.05,5760,1.0873195,0.78339141,1.846534,0
0.75107,0.34834272,0.04452518,3.432766,489.26587,1198.205,1,0.99,5765,0.96996549,0.73968711,1.7432845,0
1.46851,2.7568324,0.13143775,18.054038,39.228849,637.59705,0.93,0.9,5528,0.67771298,0.62698411,1.4878082,0
1.18826,1.8034186,0.02379325,1.5381884,502.26698,1206.0868,0.76,0.73,4940,0.28434275,0.41884769,1.0151191,0
0.7847,0.40755892,0.012241079,0.53991524,2989.3694,1883.8217,0.84,0.81,5254,0.44793908,0.51754141,1.2393592,0
2.73524,7.9252992,0.55257708,153.97958,2.5953698,323.36627,0.95,0.93,5655,0.79247392,0.67298918,1.5909408,0
1.30036,2.2425611,0.15290938,20.925392,68.286218,732.366,1.09,1.19,5956,1.5966191,0.93809278,2.2002873,0
1.6815,3.4695604,0.067975959,5.7918016,605.93698,1264.0137,1.25,1.4,6319,2.7998718,1.2151604,2.8289714,0
1.06495,1.2177294,0.16935725,26.548955,23.476481,560.79374,0.92,0.89,5550,0.67334958,0.62416946,1.4801281,0
1.52456,2.9378483,0.047267703,3.3855549,1218.2153,1505.1366,1.23,1.39,6297,2.72178,1.199678,2.7940223,0
0.94164,0.78341907,0.060316696,5.4954862,221.40514,982.74725,0.97,0.95,5618,0.8054949,0.67997486,1.6091824,0
1.19947,1.8651456,0.03726903,2.6157554,734.00479,1326.0797,1.01,1,5808,1.0195184,0.75638628,1.7806165,0
1.28915,2.2098374,0.072602681,6.9424334,238.93611,1001.6485,1.06,1.08,5892,1.2594679,0.83643183,1.964867,0
1.31157,2.2754822,0.035930843,2.5531421,605.81822,1263.9517,0.95,0.92,5667,0.78212677,0.66810708,1.5788575,0
1.04253,1.1283145,0.072667237,6.9847197,227.27425,989.19627,1.05,1.06,5876,1.2001279,0.81728347,1.9206459,0
1.13221,1.5166428,0.061474095,6.3056025,72.548362,743.53568,0.78,0.74,4862,0.27416493,0.4127418,1.0035438,0
1.04253,1.1283145,0.024211001,1.4508869,1068.7257,1456.671,0.9,0.86,5545,0.6264577,0.60221789,1.4282915,0
0.84075,0.52189779,0.015950631,0.84990789,761.91659,1338.5105,0.75,0.7,4584,0.19384882,0.35102429,0.86391042,0
2.10748,5.0906262,0.32813763,56.644928,57.869256,702.67886,1.47,2.15,6228,6.231032,1.8227485,4.2505693,0
0.79591,0.42881536,0.069193664,6.2838549,372.33102,1119.1214,1.12,1.23,6022,1.7826327,0.98724973,2.3120761,0
1.49093,2.8286707,0.036617054,4.8381771,6.369448,404.73462,0.28,0.3,3208,0.008540211,0.075827926,0.19958391,0
0.60534,0.16078015,0.084933721,9.3280735,104.44001,814.44477,0.94,0.91,5645,0.75340278,0.65657669,1.5525888,0
1.61424,3.2372384,0.1139473,13.39971,119.538,842.40591,1.1,1.13,6069,1.5520799,0.91855847,2.1489792,0
1.7936,3.871341,0.044877591,3.5827463,346.51669,1099.1981,0.94,0.91,5538,0.69788399,0.63587968,1.5084518,0
1.52456,2.9378483,0.13829504,15.604921,285.83631,1047.5488,1.45,1.75,6681,5.4667678,1.6627862,3.8501598,0
1.33399,2.3419147,0.089451762,9.4060467,206.50373,965.77706,1.08,1.22,5933,1.6523639,0.9556671,2.242731,0
0.76228,0.36733988,0.076235028,7.8493174,173.00003,923.96698,0.96,0.99,5817,1.005438,0.75073707,1.7669045,0
1.08737,1.3121437,0.020561128,0.99166527,4786.619,2119.1033,1.18,1.25,6166,2.0235911,1.0426603,2.4343889,0
1.14342,1.5711567,0.078432543,7.617608,263.08417,1026.0502,1.11,1.16,6053,1.6184054,0.93889641,2.1973255,0
1.26673,2.1449845,0.082032886,8.1850495,245.14007,1008.0881,1.1,1.16,6082,1.6496442,0.94623773,2.2131155,0
1.53577,2.9746177,0.043552195,3.0571007,1153.1715,1484.6305,1.18,1.28,6213,2.1873284,1.0809324,2.5214125,0
3.17243,10.194074,0.56957536,174.50984,1.019318,255.9896,0.81,0.77,4995,0.33068315,0.45052489,1.0894776,0
1.06495,1.2177294,0.038836082,2.7160381,866.09386,1382.0894,1.06,1.08,5946,1.3062785,0.84903917,1.9918832,0
1.2331,2.0491991,0.050794967,4.5638047,162.87055,910.13444,0.84,0.8,5203,0.42022697,0.50262424,1.2058526,0
1.9057,4.2910395,0.31531652,66.373379,8.085333,429.60506,0.95,0.92,5706,0.80388027,0.67576812,1.5952091,0
1.06495,1.2177294,0.043319951,2.9465418,1525.4852,1592.1974,1.25,1.39,6377,2.8627532,1.2244827,2.8478314,0
0.95285,0.81736451,0.053263223,4.3419512,467.12439,1184.4127,1.07,1.09,5940,1.3252183,0.85548484,2.0072911,0
1.62545,3.2754986,0.48064308,122.36355,4.2044912,364.81549,0.99,0.99,5767,0.97131219,0.74011156,1.7441914,0
8.45234,105.83672,0.7048,228.776,0.29883671,188.3647,0.69,0.65,4450,0.14844152,0.30863355,0.76429353,0
3.12759,9.950654,0.98706348,386.37055,0.45699378,209.47031,0.86,0.82,5214,0.44524644,0.5170733,1.240021,0
0.81833,0.47370976,0.033626364,2.2092195,1076.3483,1459.2615,1.04,1.07,5869,1.2170618,0.82337888,1.9353083,0
1.3452,2.3754251,0.10452969,11.179316,238.31206,1000.9939,1.22,1.36,6296,2.6039062,1.1734835,2.7330649,0
1.28915,2.2098374,0.036029999,2.2716393,1796.8816,1658.7265,1.21,1.31,6241,2.3326413,1.114369,2.5980188,0
1.41246,2.5805743,0.014154947,0.68368426,1583.5099,1607.1267,0.81,0.76,4976,0.31727607,0.44169513,1.0689366,0
1.07616,1.2643012,0.36184335,85.75655,3.5761099,350.34637,0.86,0.82,5280,0.46822224,0.52839534,1.2641865,0
2.07385,4.9534779,0.63836637,196.43522,1.4053471,277.39001,0.9,0.86,5422,0.57269528,0.5798443,1.3805997,1
0.91922,0.71859407,0.11672855,13.647368,134.70232,867.93795,1.14,1.21,6116,1.8353939,0.99602184,2.3278789,0
1.72634,3.6281006,0.11509464,16.473569,21.774176,550.33906,0.75,0.72,4992,0.28843765,0.42082423,1.0177759,0
2.21958,5.5588379,0.48708855,114.34219,8.6116988,436.43253,1.18,1.27,6132,2.0431708,1.0498637,2.4529028,0
1.61424,3.2372384,0.08021642,8.7018157,88.490799,781.39286,0.91,0.87,5383,0.56940945,0.57943653,1.381411,0
0.80712,0.45085979,0.057353766,5.1762429,232.50545,994.8399,0.94,0.93,5605,0.76481608,0.66308737,1.5698189,0
1.03132,1.0854299,0.047970322,3.917951,348.85046,1101.0441,0.96,0.94,5643,0.80275784,0.67782148,1.6029184,0
2.08506,4.999023,0.026520434,1.5184299,2077.8562,1720.0805,1.08,1.12,6005,1.4614257,0.894819,2.0964132,0
1.49093,2.8286707,0.0451719,3.9466141,174.42078,925.85817,0.79,0.76,5121,0.35590569,0.46451077,1.1178153,0
2.06264,4.9081044,0.25932159,47.312619,17.380487,520.18808,1.04,1.05,5865,1.1687976,0.8070834,1.8971966,0
1.02011,1.0437331,0.074563151,6.7628438,446.07851,1170.8405,1.21,1.34,6266,2.4800464,1.1473053,2.6735578,0
1.19947,1.8651456,0.18666868,27.478557,55.35555,694.92063,1.15,1.22,6167,1.9288751,1.0179046,2.376542,0
1.25552,2.1128564,0.073315243,6.1082602,871.5653,1384.2671,1.41,1.65,6620,4.6847724,1.5445038,3.5790743,0
